question_id,wrong_ans,correct_ans,question,explanation
1098," ""찌게"""," ""찌개"""," ""뜨거운 저 [찌개]가 아주 맛있어 보여."""," '찌개'는 [찌ː지]로 발음됩니다. 이 때의 '-개'는 접미사입니다. 즉 어근인 '찌다'에 붙어 새로운 단어를 만드는 역할을 합니다. 그런데 '찌게'라고 쓰면 이것은 소리나는 대로 적은 것이 됩니다. 한글 맞춤법 제1항에서는 ""표준어를 소리대로 적되, 어법에 맞도록 함을 원칙으로 한다.""라고 규정하고 있습니다. 따라서 '찌게'라는 표기는 표준어가 아닙니다."
1099," ""차돌배기"""," ""차돌박이"""," ""[차돌박이] 구이 정말 맛있다."""," '차돌박이'는 소의 양지머리뼈의 한복판에 붙은 기름진 고기로, 희고 단단하며 고소한 맛이 특징입니다. 이 말은 원래 '차돌바기'였습니다. 그런데 사람들이 이를 [차돌빼기]로 발음하는 것을 표준어로 인정하여 1988년 개정된 맞춤법에서 '차돌박이'로 표기하게 되었습니다. 따라서 '차돌배기'는 잘못 쓰인 말입니다."
1100," ""차돌배기"""," ""차돌박이"""," ""불고기엔 [차돌박이]를 넣어야 제 맛이다."""," '차돌박이'는 소의 양지머리뼈의 한복판에 붙은 기름진 고기로, 희고 단단하며 고소한 맛이 특징입니다. 이 말은 원래 '차돌바기'였습니다. 그런데 사람들이 이를 [차돌빼기]로 발음하는 것을 표준어로 인정하여 1988년 개정된 맞춤법에서 '차돌박이'로 표기하게 되었습니다. 따라서 '차돌배기'는 잘못 쓰인 말입니다."
1101," ""차돌배기"""," ""차돌박이"""," ""식당에서 [차돌박이]를 주문했다."""," '차돌박이'는 소의 양지머리뼈의 한복판에 붙은 기름진 고기로, 희고 단단하며 고소한 맛이 특징입니다. 이 말은 원래 '차돌바기'였습니다. 그런데 사람들이 이를 [차돌빼기]로 발음하는 것을 표준어로 인정하여 1988년 개정된 맞춤법에서 '차돌박이'로 표기하게 되었습니다. 따라서 '차돌배기'는 잘못 쓰인 말입니다."
1102," ""찹찹해"""," ""착잡해"""," ""그의 표정이 [착잡해] 보였다."""," '착잡하다'는 형용사로 ""갈피를 잡을 수 없이 뒤섞여 어수선하다""라는 뜻입니다. 이 말은 어근 '착잡-'에 접미사 '-하다'가 결합한 파생어입니다. 그런데 '찹찹하다'는 사전에 없는 말입니다. 아마도 '차다'의 어간 '차-'에 '-?하-'가 붙어 만들어진 것으로 보이는데, 우리말에서 '-?하-'가 붙는 경우는 없습니다. 따라서 '찹찹하다'는 비표준어이고, 표준어인 '착잡하다'를 써야 합니다."
1103," ""찹찹해지는"""," ""착잡해지는"""," ""마음이 [착잡해지는] 순간이었다."""," '착잡하다'는 형용사로 ""갈피를 잡을 수 없이 뒤섞여 어수선하다""라는 뜻입니다. 이 말은 어근 '착잡-'에 접미사 '-하다'가 결합한 파생어입니다. 그런데 '찹찹하다'는 사전에 없는 말입니다. 아마도 '차다'의 어간 '차-'에 '-?하-'가 붙어 만들어진 것으로 보이는데, 우리말에서 '-?하-'가 붙는 경우는 없습니다. 따라서 '찹찹하다'는 비표준어이고, 표준어인 '착잡하다'를 써야 합니다."
1104," ""체신"""," ""채신"""," ""그는 자기 [채신]을 챙기느라 바빴어.""","체신'은 '몸가짐이나 행동'을 뜻하는 명사이고, '채신'은 '처신'의 잘못입니다."
1105," ""체신"""," ""채신"""," ""[채신]도 없이 그런 일을 했다고?""","체신'은 '몸가짐이나 행동'을 뜻하는 명사이고, '채신'은 '처신'의 잘못입니다."
1106," ""체신머리"""," ""채신머리"""," ""[채신머리] 없이 행동하는 거 보니 안타깝네.""","체신'은 '몸가짐이나 행동'을 뜻하는 명사이고, '채신'은 '처신'의 잘못입니다."
1107," ""책임이예요"""," ""책임이에요"""," ""이 프로젝트는 내가 아닌 다른 팀원의 [책임이에요].""",'할 거이에요'의 준말이 '할 거예요'입니다. 서술격조사 어간 '이-'의 앞말에 받침이 없을 때는 줄여서 쓸 수 있습니다. 그런데 '거(의존명사)+이다(서술격조사)'로 만들어진 말은 하나의 동사이니까 붙여서 적습니다. 그래서 '할 거이에요' 또는 '할 거예요'로 적어야 합니다. 
1108," ""첫번째"""," ""첫 번째"""," ""나는 여행을 하기 전 준비가 [첫 번째]로 중요하다고 생각해.""","'첫 번째'로 띄어 쓰는 것이 맞습니다. '첫 번째'는 관형사 '첫'과 차례나 횟수를 나타내는 의존 명사 '번째'가 이어진 말로, 맨 처음의 차례나 횟수를 뜻합니다."
1109," ""첫번째"""," ""첫 번째"""," ""도전 과제에서 [첫 번째] 문제를 해결했다.""","'첫 번째'로 띄어 쓰는 것이 맞습니다. '첫 번째'는 관형사 '첫'과 차례나 횟수를 나타내는 의존 명사 '번째'가 이어진 말로, 맨 처음의 차례나 횟수를 뜻합니다."
1110," ""첫 눈"""," ""첫눈"""," ""아침부터 [첫눈]이 내려서 놀랐다.""", '첫눈'은 합성어 명사니까 붙여서 적습니다.
1111," ""첫 눈"""," ""첫눈"""," ""올해 크리스마스는 [첫눈]이 오면 좋겠어.""", '첫눈'은 합성어 명사니까 붙여서 적습니다.
1112," ""첫 눈"""," ""첫눈"""," ""갑작스러운 [첫눈]에 많은 사람들이 웅크리고 있었다.""", '첫눈'은 합성어 명사니까 붙여서 적습니다.
1113," ""첫 째"""," ""첫째"""," ""이번 주 [첫째] 날에 회의가 잡혀 있어.""",'순서가 가장 먼저인 차례'의 뜻을 나타내는 '첫째'는 한 단어이므로 붙여 써야 합니다.
1114," ""첫 째"""," ""첫째"""," ""우리 반에서 [첫째]로 발표하게 되었어.""",'순서가 가장 먼저인 차례'의 뜻을 나타내는 '첫째'는 한 단어이므로 붙여 써야 합니다.
1115," ""첫 째"""," ""첫째"""," ""막내 동생이 태어났을 때 우리 집의 [첫째]가 되었어.""",'순서가 가장 먼저인 차례'의 뜻을 나타내는 '첫째'는 한 단어이므로 붙여 써야 합니다.
1116," ""촛점"""," ""초점"""," ""그 사진의 [초점]을 잘못 잡았어.""","예문은 '촛점'이 명사이기 때문에 동사인 '맞추다'의 목적어로 쓰일 수 없고, 부사격조사 '에' 대신 목적격조사 '을'을 써야 합니다."
1117," ""촛점"""," ""초점"""," ""회의에서 [초점]을 맞추는 것이 중요해.""","예문은 '촛점'이 명사이기 때문에 동사인 '맞추다'의 목적어로 쓰일 수 없고, 부사격조사 '에' 대신 목적격조사 '을'을 써야 합니다."
1118," ""촛점"""," ""초점"""," ""이 렌즈는 [초점]이 잘 맞춰지지 않아.""","예문은 '촛점'이 명사이기 때문에 동사인 '맞추다'의 목적어로 쓰일 수 없고, 부사격조사 '에' 대신 목적격조사 '을'을 써야 합니다."
1119," ""치고박고"""," ""치고받고"""," ""둘이 서로 [치고받고] 싸우더라.""", '치고받다'는 서로 말로 다투거나 실제로 때리면서 싸운다는 뜻의 합성어입니다. 따라서 '치고 박고'라고 띄어 쓰면 안 됩니다.
1120," ""치고박고"""," ""치고받고"""," ""매번 사소한 일로 [치고받고] 다퉈.""", '치고받다'는 서로 말로 다투거나 실제로 때리면서 싸운다는 뜻의 합성어입니다. 따라서 '치고 박고'라고 띄어 쓰면 안 됩니다.
1121," ""치고박고"""," ""치고받고"""," ""형제끼리 [치고받고] 놀았다.""", '치고받다'는 서로 말로 다투거나 실제로 때리면서 싸운다는 뜻의 합성어입니다. 따라서 '치고 박고'라고 띄어 쓰면 안 됩니다.
1122," ""치뤘다"""," ""치렀다"""," ""그는 시험을 잘 [치렀다].""", '치르다'는 기본형이 '치르다'입니다. 이 말은 어간 '치르-'에 어미 '-어'가 결합하면 '치러'가 됩니다. 따라서 '치렀습니다'로 써야 합니다.
1123," ""치뤘어"""," ""치렀어"""," ""결혼식을 멋지게 [치렀어]."""," '치르다'는 기본형이 '치르다'입니다. 이 말은 어간의 끝소리가 '?'로 끝나는 용언이기 때문에 모음으로 시작하는 어미 앞에서 어간의 끝소리인 '?'가 탈락합니다. 그래서 '치르-+-어'가 되는데, 이때도 역시 ?가 탈락하여 '치러'가 됩니다."
1124," ""통채로"""," ""통째로"""," ""그 사람에게 [통째로] 줘버렸어."""," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1125," ""통채로"""," ""통째로"""," ""작은 소쿠리를 [통째로] 먹었다."""," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1126," ""통채로"""," ""통째로"""," ""회의 내용을 [통째로] 이해해야 해."""," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1127," ""통채로"""," ""통째로"""," ""그는 [통째로] 과일을 삼켜버렸다."""," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1128," ""통채로"""," ""통째로"""," ""저 책을 [통째로] 외운다면 대단해."""," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1129," ""통채로"""," ""통째로"""," ""[통째로] 주어진 기회를 잡아야 해."""," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1130," ""통채로"""," ""통째로"""," ""선물 상자를 [통째로] 열어보았다."""," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1131," ""통채로"""," ""통째로"""," ""그는 빵을 [통째로] 먹어버렸다."""," '통째로'는 부사입니다. 부사는 용언을 수식합니다. 그런데 '통째로'의 앞에 있는 '그 집은'은 체언(명사, 대명사, 수사)이므로 이 말을 수식할 수 없습니다. 따라서 '통째로'는 잘못 쓰인 것입니다."
1132," ""트름"""," ""트림"""," ""많이 먹고 나니 자연스럽게 [트림]이 나왔다.""", '트림'이 표준어입니다. '트름'은 비표준어입니다.
1133," ""트름"""," ""트림"""," ""저녁을 먹은 후 그는 크게 [트림]했다.""", '트림'이 표준어입니다. '트름'은 비표준어입니다.
1134," ""트름"""," ""트림"""," ""차를 마신 뒤 [트림]을 하니 호강이 되었다.""", '트림'이 표준어입니다. '트름'은 비표준어입니다.
1135," ""퍼레"""," ""파래"""," ""내일은 바다가 [파래] 보이겠지?""", '퍼레'는 '푸르다'의 어간 '푸르-'에 어미 '-어'가 결합한 것입니다. 그런데 우리말에서 용언의 어간 끝소리인 '?'는 모음으로 시작하는 어미 앞에서 탈락합니다. 따라서 '푸르-' 뒤에 오는 어미 '-어'는 '러'로 바뀌게 됩니다.
1136," ""퍼레서"""," ""파래서"""," ""하늘이 [파래서] 기분이 우울해.""", '퍼레'는 '푸르다'의 어간 '푸르-'에 어미 '-어'가 결합한 것입니다. 그런데 우리말에서 용언의 어간 끝소리인 '?'는 모음으로 시작하는 어미 앞에서 탈락합니다. 따라서 '푸르-' 뒤에 오는 어미 '-어'는 '러'로 바뀌게 됩니다.
1137," ""퍼래요"""," ""파래요"""," ""이 잉크는 왜 이렇게 [파래요]?""", '퍼레'는 '푸르다'의 어간 '푸르-'에 어미 '-어'가 결합한 것입니다. 그런데 우리말에서 용언의 어간 끝소리인 '?'는 모음으로 시작하는 어미 앞에서 탈락합니다. 따라서 '푸르-' 뒤에 오는 어미 '-어'는 '러'로 바뀌게 됩니다.
1138," ""파해쳤다"""," ""파헤쳤다"""," ""범죄자를 찾기 위해 그들은 모든 증거를 [파헤쳤다]."""," '파헤치다'는 '파다'의 사동사입니다. 즉, '파- + -아(연결어미) + 치-(강세접사) + -다(종결어미)'로 구성된 말입니다. 따라서 '파헤치다'가 맞습니다."
1139," ""파해치려"""," ""파헤치려"""," ""옛 문서를 통해 잃어버린 비밀을 [파헤치려] 한다."""," '파헤치다'는 '파다'의 사동사입니다. 즉, '파- + -아(연결어미) + 치-(강세접사) + -다(종결어미)'로 구성된 말입니다. 따라서 '파헤치다'가 맞습니다."
1140," ""폐가망신"""," ""패가망신"""," ""그는 결국 [패가망신]했어.""", '폐가망신'은 표준어가 아닙니다. '패가망신(敗家亡身)'이 표준어입니다.
1141," ""폐가망신"""," ""패가망신"""," ""사업 실패로 [패가망신]하였다.""", '폐가망신'은 표준어가 아닙니다. '패가망신(敗家亡身)'이 표준어입니다.
1142," ""폐가망신"""," ""패가망신"""," ""그 선택이 [패가망신]의 시작이었다.""", '폐가망신'은 표준어가 아닙니다. '패가망신(敗家亡身)'이 표준어입니다.
1143," ""포기할수는"""," ""포기할 수는"""," ""하루하루가 전쟁 같다고 해서 [포기할 수는] 없는 일이지.""", '포기할 수는'이 맞습니다. 의존명사 '수'의 앞말은 반드시 관형어여야 합니다.
1144," ""폭팔"""," ""폭발"""," ""그 [폭발]의 영향은 생각보다 컸다."""," '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 즉, '폭'이라는 글자는 터진다는 뜻이고, '발'이라는 글자는 쏜다는 뜻입니다. 따라서 두 개의 단어가 합쳐진 것이므로 띄어 써야 합니다."
1145," ""폭팔"""," ""폭발"""," ""화산이 [폭발]하자마자 주민들은 대피했다."""," '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 즉, '폭'이라는 글자는 터진다는 뜻이고, '발'이라는 글자는 쏜다는 뜻입니다. 따라서 두 개의 단어가 합쳐진 것이므로 띄어 써야 합니다."
1146," ""폭팔"""," ""폭발"""," ""[폭발] 소리에 모두가 깜짝 놀랐다."""," '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 즉, '폭'이라는 글자는 터진다는 뜻이고, '발'이라는 글자는 쏜다는 뜻입니다. 따라서 두 개의 단어가 합쳐진 것이므로 띄어 써야 합니다."
1147," ""폭팔"""," ""폭발"""," ""[폭발] 사건 이후 지역 주민들이 불안을 느꼈다."""," '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 즉, '폭'이라는 글자는 터진다는 뜻이고, '발'이라는 글자는 쏜다는 뜻입니다. 따라서 두 개의 단어가 합쳐진 것이므로 띄어 써야 합니다."
1148," ""폭팔"""," ""폭발"""," ""그 영화의 마지막 장면에서는 [폭발]이 있었다."""," '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 즉, '폭'이라는 글자는 터진다는 뜻이고, '발'이라는 글자는 쏜다는 뜻입니다. 따라서 두 개의 단어가 합쳐진 것이므로 띄어 써야 합니다."
1149," ""폭팔"""," ""폭발"""," ""엔진 결함이 [폭발]의 원인이었다."""," '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 즉, '폭'이라는 글자는 터진다는 뜻이고, '발'이라는 글자는 쏜다는 뜻입니다. 따라서 두 개의 단어가 합쳐진 것이므로 띄어 써야 합니다."
1150," ""폭팔음"""," ""폭발음"""," ""[폭발음]이 귀를 울렸다."""," '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 즉, '폭'이라는 글자는 터진다는 뜻이고, '발'이라는 글자는 쏜다는 뜻입니다. 따라서 두 개의 단어가 합쳐진 것이므로 띄어 써야 합니다."
1151," ""폭팔음"""," ""폭발음"""," ""[폭발음]과 함께 건물이 흔들렸다."""," '폭발'은 한자어입니다. 이 말의 어원을 살펴보면 다음과 같습니다. 爆(터질 폭) + 發(쏠 발) = 爆發 즉, '폭'이라는 글자는 터진다는 뜻이고, '발'이라는 글자는 쏜다는 뜻입니다. 따라서 두 개의 단어가 합쳐진 것이므로 띄어 써야 합니다."
1152," ""피어난 대로"""," ""피어난대로"""," ""봄이 되면 꽃이 [피어난대로] 나가보자."""," '꽃이 피어난 대로'는 꽃이 피다라는 용언의 어간에 관형사형 어미 -?을 붙여 활용한 것입니다. 즉, 이 문장은 동사나 형용사처럼 활용할 수 있는 단어인 용언(동사, 형용사)과 체언(명사, 대명사, 수사) 뒤에 붙어 그 말들을 수식하는 역할을 하는 부사격 조사로 구성된 문장입니다. 따라서 문법적으로 잘못되지 않은 문장입니다."
1153," ""피였다"""," ""피었다"""," ""꽃이 드디어 [피었다].""", '피다'는 자동사입니다. 따라서 목적어가 필요하지 않습니다. 그런데 '피이다'라는 말은 없습니다. 그러므로 '피이었다'도 있을 수 없습니다.
1154," ""피였다가"""," ""피었다가"""," ""나무가 [피었다가] 지는 모습이 아름다웠다.""", '피다'는 자동사입니다. 따라서 목적어가 필요하지 않습니다. 그런데 '피이다'라는 말은 없습니다. 그러므로 '피이었다'도 있을 수 없습니다.
1155," ""피였다가"""," ""피었다가"""," ""벚꽃이 [피었다가] 거의 져가고 있다.""", '피다'는 자동사입니다. 따라서 목적어가 필요하지 않습니다. 그런데 '피이다'라는 말은 없습니다. 그러므로 '피이었다'도 있을 수 없습니다.
1156," ""하기커녕"""," ""하기는커녕"""," ""철수는 숙제를 [하기는커녕] 전혀 신경도 쓰지 않았다.""", '하기는커녕'은 하나의 단어입니다. 따라서 붙여 써야 합니다.
1157," ""하기커녕"""," ""하기는커녕"""," ""그는 연습을 시작[하기는커녕] 저녁만 먹었다.""", '하기는커녕'은 하나의 단어입니다. 따라서 붙여 써야 합니다.
1158," ""하던 말던"""," ""하든 말든"""," ""그가 갖고 싶어 [하든 말든] 아무래도 아닌 것 같아."""," '-던'은 과거에 일어난 일을 회상하여 말할 때 쓰는 어미입니다. 따라서 ""하던지 말던지""는 문법적으로 맞지 않습니다."
1159," ""하던"""," ""하든"""," ""그는 일을 열심히 [하든] 말든 무관심하다."""," '-던'은 과거에 일어난 일을 회상하여 말할 때 쓰는 어미입니다. 따라서 ""하던지 말던지""는 문법적으로 맞지 않습니다."
1160," ""하던지 말던지"""," ""하든지 말든지"""," ""어디 갈 건지 [하든지 말든지] 알아서 해."""," '-던'은 과거에 일어난 일을 회상하여 말할 때 쓰는 어미입니다. 따라서 ""하던지 말던지""는 문법적으로 맞지 않습니다."
1161," ""할려고"""," ""하려고"""," ""저는 오늘부터 새로운 운동을 [하려고] 해요.""", '하려고'는 동사 '하다'의 활용형입니다. 어간 '하-'에 연결어미 '-려고'가 붙은 것이지요. 그런데 '할려고'는 이 어미가 잘못 쓰인 경우입니다. 왜냐하면 우리말에서 '?'로 시작하는 어미는 없기 때문입니다. 따라서 '할∨려고'처럼 띄어 써야 합니다.
1162," ""허옇게"""," ""하얗게"""," ""바닷물에 [하얗게] 빛나는 모래사장.""", 허옇다는 하얗다의 잘못입니다. '?' 불규칙 용언은 어간 끝소리 '?'이 모음으로 시작하는 어미 앞에서 탈락합니다.
1163," ""허옇게"""," ""하얗게"""," ""[하얗게] 피어난 꽃들이 아름답다.""", 허옇다는 하얗다의 잘못입니다. '?' 불규칙 용언은 어간 끝소리 '?'이 모음으로 시작하는 어미 앞에서 탈락합니다.
1164," ""허옇다"""," ""하얗다"""," ""하늘이 [하얗다] 못해 푸르다.""", 허옇다는 하얗다의 잘못입니다. '?' 불규칙 용언은 어간 끝소리 '?'이 모음으로 시작하는 어미 앞에서 탈락합니다.
1165," ""한움큼"""," ""한 움큼"""," ""나는 사과 [한 움큼]을 먹었어.""", '한 움큼'이 맞습니다. '움큼'은 손으로 한 줌 움켜쥘 만한 분량을 세는 단위입니다.
1166," ""한움큼"""," ""한 움큼"""," ""파스타면을 [한 움큼] 집어 냄비에 넣었다.""", '한 움큼'이 맞습니다. '움큼'은 손으로 한 줌 움켜쥘 만한 분량을 세는 단위입니다.
1167," ""한움큼"""," ""한 움큼"""," ""장바구니에 귤을 [한 움큼] 담았다.""", '한 움큼'이 맞습니다. '움큼'은 손으로 한 줌 움켜쥘 만한 분량을 세는 단위입니다.
1168," ""한시 바삐"""," ""한시바삐"""," ""일이 잘 마무리되지 않아서 [한시바삐] 복귀해야 한다."""," '한시'는 시간을 나타내는 명사이고, '바삐'는 부사입니다. 따라서 두 단어 사이에 다른 말이 들어갈 수 없습니다."
1169," ""한시 바삐"""," ""한시바삐"""," ""그는 [한시바삐] 프로젝트를 완료하려고 노력하고 있다"""," '한시'는 시간을 나타내는 명사이고, '바삐'는 부사입니다. 따라서 두 단어 사이에 다른 말이 들어갈 수 없습니다."
1170," ""한시 바삐"""," ""한시바삐"""," ""[한시바삐] 모든 준비를 끝내고 싶다."""," '한시'는 시간을 나타내는 명사이고, '바삐'는 부사입니다. 따라서 두 단어 사이에 다른 말이 들어갈 수 없습니다."
1171," ""할 거에요"""," ""할 거예요"""," ""그 일을 마치고 [할 거예요].""", '할 거이에요'의 준말이 '할 거예요'입니다. 서술격조사 어간 '이-'의 앞말에 받침이 없을 때는 줄여서 쓸 수 있습니다. 그런데 '거(의존명사)+이다(서술격조사)'로 만들어진 말은 하나의 동사이니까 붙여서 적습니다. 그래서 '할 거이에요' 또는 '할 거예요'로 적어야 합니다. 
1172," ""할 거에요"""," ""할 거예요"""," ""다음 주에 [할 거예요].""", '할 거이에요'의 준말이 '할 거예요'입니다. 서술격조사 어간 '이-'의 앞말에 받침이 없을 때는 줄여서 쓸 수 있습니다. 그런데 '거(의존명사)+이다(서술격조사)'로 만들어진 말은 하나의 동사이니까 붙여서 적습니다. 그래서 '할 거이에요' 또는 '할 거예요'로 적어야 합니다. 
1173," ""할 거에요"""," ""할 거예요"""," ""영화 보고 나서 [할 거예요].""", '할 거이에요'의 준말이 '할 거예요'입니다. 서술격조사 어간 '이-'의 앞말에 받침이 없을 때는 줄여서 쓸 수 있습니다. 그런데 '거(의존명사)+이다(서술격조사)'로 만들어진 말은 하나의 동사이니까 붙여서 적습니다. 그래서 '할 거이에요' 또는 '할 거예요'로 적어야 합니다. 
1174," ""할 뻔 했다"""," ""할 뻔했다"""," ""그 일을 [할 뻔했다].""", '할 뻔하다'는 하나의 단어입니다. 따라서 붙여 써야 합니다.
1175," ""할 뻔 했다니"""," ""할 뻔했다니"""," ""그런 행동을 [할 뻔했다니] 믿기지 않는다.""", '할 뻔하다'는 하나의 단어입니다. 따라서 붙여 써야 합니다.
1176," ""할 수 밖에"""," ""할 수밖에"""," ""결정은 결국 그렇게 [할 수밖에] 없었어."""," 수'는 의존명사, '밖에'는 조사이므로 '수밖에'로 붙여 쓰는 것이 맞습니다."
1177," ""할께요"""," ""할게요"""," ""그 문제를 나중에 [할게요].""", '-?게'는 어떤 행동에 대한 약속이나 의지를 나타내는 종결 어미입니다. 예) 내가 도와줄게. / 내일 다시 올게. 따라서 '할께요'는 문법적으로 맞지 않는 표현입니다. '할게요'로 써야 합니다.
1178," ""할께요"""," ""할게요"""," ""학교에 일찍 가서 준비 다 [할게요].""", '-?게'는 어떤 행동에 대한 약속이나 의지를 나타내는 종결 어미입니다. 예) 내가 도와줄게. / 내일 다시 올게. 따라서 '할께요'는 문법적으로 맞지 않는 표현입니다. '할게요'로 써야 합니다.
1179," ""할께요"""," ""할게요"""," ""제가 직접 만들어 볼테니 모든 준비를 [할게요].""", '-?게'는 어떤 행동에 대한 약속이나 의지를 나타내는 종결 어미입니다. 예) 내가 도와줄게. / 내일 다시 올게. 따라서 '할께요'는 문법적으로 맞지 않는 표현입니다. '할게요'로 써야 합니다.
1180," ""할께요"""," ""할게요"""," ""아침에 전화[할게요].""", '-?게'는 어떤 행동에 대한 약속이나 의지를 나타내는 종결 어미입니다. 예) 내가 도와줄게. / 내일 다시 올게. 따라서 '할께요'는 문법적으로 맞지 않는 표현입니다. '할게요'로 써야 합니다.
1181," ""할께요"""," ""할게요"""," ""다 끝낸 다음에 다시 연락[할게요].""", '-?게'는 어떤 행동에 대한 약속이나 의지를 나타내는 종결 어미입니다. 예) 내가 도와줄게. / 내일 다시 올게. 따라서 '할께요'는 문법적으로 맞지 않는 표현입니다. '할게요'로 써야 합니다.
1182," ""할 지"""," ""할지"""," ""그 일을 [할지] 고민 중이다.""", '할 지'는 띄어 써야 합니다. 왜냐하면 '지'가 의존명사이기 때문입니다. 의존명사는 앞말과 띄어 씁니다.
1183," ""할 지"""," ""할지"""," ""무엇을 [할지] 결정해야 한다.""", '할 지'는 띄어 써야 합니다. 왜냐하면 '지'가 의존명사이기 때문입니다. 의존명사는 앞말과 띄어 씁니다.
1184," ""할 지는"""," ""할지는"""," ""이 일이 성공[할지는] 아무도 모른다.""", '할 지'는 띄어 써야 합니다. 왜냐하면 '지'가 의존명사이기 때문입니다. 의존명사는 앞말과 띄어 씁니다.
1185," ""합격율"""," ""합격률"""," ""이 시험의 [합격률]은 매우 낮다.""", '합격률'은 모음이나 ?받침 뒤에 이어지는 렬/률은 열/율로 적는다는 규정에 따라 '합격률'로 적습니다.
1186," ""합격율"""," ""합격률"""," ""우리 회사의 발전 가능성은 [합격률]에 달려 있다.""", '합격률'은 모음이나 ?받침 뒤에 이어지는 렬/률은 열/율로 적는다는 규정에 따라 '합격률'로 적습니다.
1187," ""합격율"""," ""합격률"""," ""이번 해의 [합격률]이 얼마나 되는지 조사해 봐.""", '합격률'은 모음이나 ?받침 뒤에 이어지는 렬/률은 열/율로 적는다는 규정에 따라 '합격률'로 적습니다.
1188," ""해 질녘"""," ""해 질 녘"""," ""[해 질 녘]에 산책하는 게 낙이야.""","해(명사-체언), 질(관형사형 동사), 녘(의존명사)로 각각 모두 하나의 단어이기 때문에 각각 띄어써야 합니다."
1189," ""해질 녘"""," ""해 질 녘"""," ""우리는 [해 질 녘]에 해변에 도착했어.""","해(명사-체언), 질(관형사형 동사), 녘(의존명사)로 각각 모두 하나의 단어이기 때문에 각각 띄어써야 합니다."
1190," ""해질녘"""," ""해 질 녘"""," ""[해 질 녘]의 풍경이 아름다워.""","해(명사-체언), 질(관형사형 동사), 녘(의존명사)로 각각 모두 하나의 단어이기 때문에 각각 띄어써야 합니다."
1191," ""해결된 대로"""," ""해결된대로"""," ""문제가 [해결된대로] 결과를 알리겠습니다.""",'되는대로'라는 말은 '아무렇게나 함부로' 또는 '사정이나 형편에 따라'라는 뜻의 부사이기 때문에 모두 붙여서 쓰게 돼 있습니다.
1192," ""했데"""," ""했대"""," ""그녀가 뭐라고 [했대]?""", 했데는 자신이 직접 경험한 것을 말할 때 사용하는 말이고 했대는 남의 말을 전달할 때 사용하는 말입니다.
1193," ""했을런지도"""," ""했을는지도"""," ""그가 돌아오지 않을까 하고 밤새 생각[했을는지도] 모른다.""", '했을런지'는 '하다'의 어간 '하-'에 어미 '-?런지'가 붙은 말입니다. 그런데 이 '-?런지'라는 어미는 없습니다. 따라서 '했을런지'는 비문입니다.
1194," ""했을런지도"""," ""했을는지도"""," ""여기에 참여[했을는지도] 잘 모르겠어.""", '했을런지'는 '하다'의 어간 '하-'에 어미 '-?런지'가 붙은 말입니다. 그런데 이 '-?런지'라는 어미는 없습니다. 따라서 '했을런지'는 비문입니다.
